gender,age,amount_music,life_enjoyment,resilience,balanced_life,emotional_flex,self_actualization,songs,trauma,id_master,total_health,health_categorical,song_order,id_song,song,artist,energy,dance,liveness,valence,tempo,instrumental,acoustic,popularity,genres
Female,17 & Under,2+,4,5,4,4,3,what a feeling one direction,No,135,20,1.0,1,135.0,What a Feeling,One Direction,0.8690000000000001,0.6779999999999999,0.0593,0.882,123.964,0.0,0.149,63.0,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']"
Female,17 & Under,2+,4,5,4,4,3,fairly local twenty one pilots,No,135,20,1.0,2,135.0,Fairly Local,Twenty One Pilots,0.723,0.715,0.084,0.479,114.985,8.57e-05,0.0396,72.0,"['pop punk', 'rock']"
Female,17 & Under,2+,4,5,4,4,3,touch troye sivan,No,135,20,1.0,3,135.0,Touch,Troye Sivan,0.588,0.506,0.125,0.26899999999999996,78.158,0.000769,0.0114,56.0,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']"
Female,18 - 30,2+,5,2,5,3,6,Sorry Not Sorry Bryson Tiller,Yes,136,21,1.0,2,136.0,Sorry Not Sorry,Bryson Tiller,0.608,0.664,0.225,0.262,97.93299999999999,0.0,0.0477,68.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']"
Female,18 - 30,2+,5,2,5,3,6,Goosebumps Travis Scott,Yes,136,21,1.0,3,136.0,goosebumps,Travis Scott,0.728,0.841,0.149,0.43,130.049,0.0,0.0847,87.0,"['pop', 'pop rap', 'rap']"
Prefer not to specify,30+,2+,3,6,6,0,0,coco ot genasis,Yes,137,15,0.0,1,137.0,CoCo,O.T. Genasis,0.628,0.8859999999999999,0.31,0.17800000000000002,119.906,1.15e-05,0.00215,66.0,"['dwn trap', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
Prefer not to specify,30+,2+,3,6,6,0,0,all eyes on me tupac,Yes,137,15,0.0,2,137.0,All Eyes on Me,Muslim,0.7340000000000001,0.782,0.252,0.64,93.196,0.0,0.0571,19.0,"['arabic hip hop', 'gnawa', 'rai', 'rif']"
Female,18 - 30,2+,3,1,6,1,3,Beats So Lonely Charlie Sexton,No,138,14,0.0,2,138.0,Beat's So Lonely,Charlie Sexton,0.8759999999999999,0.542,0.054000000000000006,0.557,156.058,5.1e-05,0.0353,34.0,[]
Female,18 - 30,2+,3,1,6,1,3,Light Years Pearl Jam,No,138,14,0.0,3,138.0,Light Years,Pearl Jam,0.726,0.38799999999999996,0.213,0.746,205.07,0.113,0.0447,46.0,"['alternative rock', 'grunge', 'permanent wave', 'post-grunge', 'rock']"
Female,18 - 30,2+,0,3,2,1,2,Haze Amber Run,No,139,8,0.0,1,139.0,Haze,Amber Run,0.126,0.504,0.14400000000000002,0.307,84.22399999999998,0.0,0.652,41.0,"['indie anthem-folk', 'indie folk', 'modern alternative rock', 'modern rock']"
Female,18 - 30,2+,0,3,2,1,2,Autumn Tree Milo Greene,No,139,8,0.0,2,139.0,Autumn Tree,Milo Greene,0.222,0.23199999999999998,0.081,0.0471,81.832,0.0,0.7709999999999999,46.0,"['chamber pop', 'indie folk', 'indie pop', 'la indie', 'metropopolis', 'shimmer pop', 'stomp and holler']"
Female,18 - 30,2+,0,3,2,1,2,Don't Wait Jon Bryant,No,139,8,0.0,3,139.0,Don't Wait,Jon Bryant,0.28300000000000003,0.602,0.213,0.21899999999999997,126.915,1.09e-06,0.747,35.0,"['acoustic pop', 'canadian folk', 'chamber pop', 'indie anthem-folk', 'indie folk', 'indiecoustica']"
Male,17 & Under,2+,1,4,2,4,6,Human Christina perri,Yes,140,17,1.0,1,140.0,human,Christina Perri,0.489,0.439,0.114,0.253,143.808,0.000643,0.132,72.0,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'viral pop']"
Male,17 & Under,2+,1,4,2,4,6,Bless the broken road Rascal flatts,Yes,140,17,1.0,2,140.0,Bless The Broken Road,Rascal Flatts,0.433,0.599,0.17800000000000002,0.384,135.94799999999998,8.99e-05,0.693,69.0,"['contemporary country', 'country', 'country road', 'modern country rock']"
Male,17 & Under,2+,1,4,2,4,6,House of the rising sun the animals,Yes,140,17,1.0,3,140.0,House Of The Rising Sun,The Animals,0.584,0.295,0.0996,0.228,117.2,0.218,0.00038500000000000003,71.0,"['album rock', 'blues-rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'protopunk', 'psychedelic rock', 'rock', 'rock-and-roll']"
Male,18 - 30,2+,5,4,4,4,6,That new Future fr. Drizzy Drake Used to this,No,141,23,1.0,1,141.0,Used to This (feat. Drake),Future,0.727,0.618,0.196,0.401,164.99200000000002,0.0,0.0312,57.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
Male,18 - 30,2+,5,4,4,4,6,You need to CUT ITTT ✂✂✂,No,141,23,1.0,2,141.0,Cut It (feat. Young Dolph),OT Genasis,0.6729999999999999,0.875,0.292,0.231,130.0,0.0,0.135,63.0,"['pop rap', 'rap', 'southern hip hop', 'trap']"
Male,18 - 30,2+,5,4,4,4,6,This one for the shawties out there Jeremih Ouiiiiii,No,141,23,1.0,3,141.0,oui,Jeremih,0.722,0.705,0.126,0.635,119.87899999999999,0.0,0.215,19.0,"['chicago rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
Female,18 - 30,2+,5,5,5,4,4,Forever Starts Today Tim Halperin ,No,142,23,1.0,1,142.0,Forever Starts Today,Tim Halperin,0.527,0.46299999999999997,0.19699999999999998,0.0424,85.035,0.00563,0.36,49.0,"['acoustic pop', 'indiecoustica', 'neo mellow']"
Female,18 - 30,2+,5,5,5,4,4,A Thousand Miles Vanessa Carlton ,No,142,23,1.0,2,142.0,A Thousand Miles,Vanessa Carlton,0.825,0.56,0.161,0.268,94.931,0.0,0.32299999999999995,78.0,"['dance pop', 'folk-pop', 'lilith', 'neo mellow', 'piano rock', 'pop rock']"
Female,18 - 30,2+,5,5,5,4,4,Perfect Strangers Jonas Blue ft. JP Cooper,No,142,23,1.0,3,142.0,Perfect Strangers - Jonas Blue Ft. Jp Cooper Tribute,Andres Espinosa,0.564,0.75,0.054000000000000006,0.747,118.012,0.000148,0.13699999999999998,11.0,[]
Female,18 - 30,1 - 2,3,4,5,3,6,I Wanna Prove to You The Lemon Twigs,No,143,21,1.0,1,143.0,I Wanna Prove to You,The Lemon Twigs,0.677,0.392,0.16,0.377,94.213,1.13e-05,0.465,53.0,[]
Female,18 - 30,1 - 2,3,4,5,3,6,Garbage Brain Bloody Knees,No,143,21,1.0,2,143.0,Garbage Brain,Bloody Knees,0.475,0.264,0.109,0.0857,120.465,0.0295,0.0477,15.0,"['alt-indie rock', 'modern alternative rock']"
Female,18 - 30,1 - 2,3,4,5,3,6,Soft Power Arcade Fire,No,143,21,1.0,3,143.0,Soft Power,Arcade Fire,0.5670000000000001,0.31,0.536,0.0865,79.905,0.11199999999999999,0.0264,35.0,"['alternative rock', 'canadian indie', 'chamber pop', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'permanent wave', 'rock']"
Male,18 - 30,0 - 1,2,5,6,5,2,If you're going through hell Rodney atkins,Yes,144,20,1.0,2,144.0,Watching You,Rodney Atkins,0.848,0.625,0.23,0.716,137.993,0.0,0.105,68.0,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
Male,18 - 30,0 - 1,2,5,6,5,2,Stronger beer,Yes,144,20,1.0,3,144.0,Stronger Beer,Tim Hicks,0.5379999999999999,0.7120000000000001,0.7979999999999999,0.677,93.001,0.0,0.301,37.0,['canadian country']
Male,30+,0 - 1,2,6,1,4,3,I will posess your heart death cab for cutie,Yes,145,16,1.0,1,145.0,I Will Possess Your Heart,Death Cab for Cutie,0.619,0.605,0.0732,0.578,133.07399999999998,0.313,0.423,55.0,"['alternative rock', 'indie pop', 'indie rock', 'modern rock', 'pop rock', 'washington indie']"
Male,30+,0 - 1,2,6,1,4,3,Workshoes USS,Yes,145,16,1.0,2,145.0,Work Shoes,Ubiquitous Synergy Seeker,0.858,0.6459999999999999,0.26899999999999996,0.6890000000000001,81.423,0.0,0.0862,43.0,"['canadian indie', 'modern alternative rock']"
Male,30+,0 - 1,2,6,1,4,3,Circadian rhythm silversun pickups,Yes,145,16,1.0,3,145.0,Circadian Rhythm (Last Dance),Silversun Pickups,0.586,0.693,0.36200000000000004,0.45899999999999996,127.96700000000001,0.0133,0.0667,53.0,"['alternative metal', 'alternative rock', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'post-grunge', 'rock']"
Female,30+,1 - 2,4,3,3,2,3,Adventure of a lifetime Coldplay,No,146,15,0.0,2,146.0,Adventure Of A Lifetime,Coldplay,0.924,0.638,0.149,0.529,111.995,0.000173,0.00205,78.0,"['permanent wave', 'pop']"
Female,30+,1 - 2,4,3,3,2,3,It can happen to you Chris smith ,No,146,15,0.0,3,146.0,It Can Happen To You,Chris Smith,0.5660000000000001,0.8,0.158,0.674,93.01700000000001,0.000297,0.41600000000000004,0.0,[]
Female,18 - 30,0 - 1,3,3,2,5,1,Ivy Frank Ocean,No,147,14,0.0,1,147.0,Ivy,Frank Ocean,0.38799999999999996,0.5670000000000001,0.248,0.452,116.36200000000001,0.000309,0.782,77.0,"['hip hop', 'indie r&b', 'lgbtq+ hip hop', 'neo soul', 'pop', 'rap']"
Female,18 - 30,0 - 1,3,3,2,5,1,Love on the Brain Rihanna,No,147,14,0.0,2,167.0,Love On The Brain,Rihanna,0.637,0.509,0.0789,0.37799999999999995,172.00599999999997,1.0800000000000002e-05,0.0717,81.0,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']"
Female,18 - 30,0 - 1,3,3,2,5,1,Nikes Frank Ocean,No,147,14,0.0,3,147.0,Nikes,Frank Ocean,0.39399999999999996,0.5429999999999999,0.10800000000000001,0.11800000000000001,137.811,0.000239,0.695,74.0,"['hip hop', 'indie r&b', 'lgbtq+ hip hop', 'neo soul', 'pop', 'rap']"
Female,18 - 30,1 - 2,1,1,6,3,6,solo frank ocean,Yes,148,17,1.0,1,148.0,Solo,Frank Ocean,0.287,0.444,0.161,0.24600000000000002,124.027,2.82e-06,0.8490000000000001,71.0,"['hip hop', 'indie r&b', 'lgbtq+ hip hop', 'neo soul', 'pop', 'rap']"
Female,18 - 30,1 - 2,1,1,6,3,6,did it on em nicki minaj,Yes,148,17,1.0,3,148.0,Did It On 'Em - Originally By Nicki Minaj (Karaoke / Instrumental),HOT 100,0.55,0.7190000000000001,0.146,0.16899999999999998,155.988,0.665,0.00787,5.0,['fake']
Female,18 - 30,2+,3,5,5,4,6,She Don't Ella Mai ,No,149,23,1.0,1,149.0,She Don't (feat. Ty Dolla $Ign),Ella Mai,0.478,0.65,0.177,0.147,99.979,0.0,0.268,77.0,"['dance pop', 'indie r&b', 'pop', 'r&b', 'uk contemporary r&b', 'urban contemporary']"
Female,18 - 30,2+,3,5,5,4,6,Don't Do It For You No More PARTYNEXTDOOR,No,149,23,1.0,3,149.0,DON'T DO IT FOR YOU NO MORE,PARTYNEXTDOOR,0.654,0.39899999999999997,0.0585,0.462,160.04,0.00025,0.0116,43.0,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']"
Male,18 - 30,2+,4,4,2,4,4,Fallin' Alicia Keyes,No,150,18,1.0,1,150.0,Fallin',Alicia Keys,0.609,0.652,0.233,0.48200000000000004,95.986,0.00101,0.263,67.0,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
Male,18 - 30,2+,4,4,2,4,4,Pink Lemonade  Watsky,No,150,18,1.0,2,150.0,Pink Lemonade,Watsky,0.743,0.511,0.0764,0.511,88.536,5.18e-06,0.243,45.0,"['abstract hip hop', 'comic', 'indie pop rap', 'pop rap']"
Male,18 - 30,2+,4,4,2,4,4,This is How I Disappear  My Chemical Romance,No,150,18,1.0,3,150.0,This Is How I Disappear,My Chemical Romance,0.983,0.242,0.303,0.301,163.366,4.4299999999999986e-05,5.08e-05,60.0,"['emo', 'pop punk']"
Female,18 - 30,2+,6,6,6,6,6,Take Care ,No,151,30,1.0,1,151.0,The Motto,Drake,0.442,0.7659999999999999,0.111,0.39,201.8,6.12e-05,0.00010700000000000001,77.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
Female,18 - 30,1 - 2,3,5,6,6,6,Lights EMBRZ ,No,152,26,1.0,1,152.0,Lights,EMBRZ,0.612,0.6920000000000001,0.0831,0.152,99.99799999999999,0.927,0.428,36.0,"['indie poptimism', 'vapor soul']"
Female,18 - 30,1 - 2,3,5,6,6,6,This Town Niall Horan (Tiesto Remix),No,152,26,1.0,2,152.0,This Town - Tiёsto Remix,Niall Horan,0.736,0.7390000000000001,0.294,0.163,119.992,0.000443,0.0016600000000000002,53.0,"['dance pop', 'pop', 'post-teen pop']"
Female,18 - 30,1 - 2,3,5,6,6,6,One Wine Machel Montana Ft. Major Lazer,No,152,26,1.0,3,152.0,One Wine (feat. Major Lazer),"Machel Montano, Sean Paul",0.9440000000000001,0.502,0.293,0.899,195.804,0.0,0.11599999999999999,33.0,"['chutney', 'dancehall', 'soca']"
Female,18 - 30,2+,2,3,3,2,3,Chasing Cars ,No,153,13,0.0,1,153.0,Chasing Cars,Snow Patrol,0.5920000000000001,0.563,0.132,0.136,104.016,5.08e-05,0.209,79.0,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock']"
Female,18 - 30,2+,2,3,3,2,3,beer money kip moore,No,153,13,0.0,3,153.0,Beer Money,Kip Moore,0.805,0.745,0.13,0.765,126.065,1.06e-06,0.0223,58.0,"['contemporary country', 'country', 'country road', 'modern country rock']"
Male,18 - 30,2+,4,3,3,3,2,Hey Girl Lady Gaga ft. Florence Welch,No,154,15,0.0,1,154.0,Hey Girl,Lady Gaga,0.451,0.754,0.0688,0.622,138.024,6.5000000000000004e-06,0.0562,52.0,"['art pop', 'dance pop', 'pop']"
Male,18 - 30,2+,4,3,3,3,2,The Greatest Sia,No,154,15,0.0,2,154.0,The Greatest,Sia,0.725,0.6679999999999999,0.0561,0.7290000000000001,191.94400000000002,0.000479,0.0102,78.0,"['australian dance', 'australian pop', 'dance pop', 'pop']"
Male,18 - 30,2+,4,3,3,3,2,Slow Dancing in a Burning Room John Mayer,No,154,15,0.0,3,154.0,Slow Dancing in a Burning Room,John Mayer,0.361,0.6679999999999999,0.0805,0.28800000000000003,134.15,0.00506,0.573,78.0,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']"
Male,18 - 30,0 - 1,3,6,1,2,5,Don't Run PARTYNEXTDOOR,No,155,17,1.0,2,155.0,Don't Run,PARTYNEXTDOOR,0.414,0.409,0.655,0.21100000000000002,102.348,0.00047999999999999996,0.369,52.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']"
Male,18 - 30,1 - 2,0,0,3,2,4,father stretch my hand kanye,No,156,9,0.0,1,156.0,Father Stretch My Hands Pt. 1,Kanye West,0.573,0.7240000000000001,0.5379999999999999,0.43799999999999994,113.088,0.0,0.11800000000000001,79.0,"['chicago rap', 'rap']"
Male,18 - 30,1 - 2,0,0,3,2,4,no shopping drake,No,156,9,0.0,2,156.0,No Shopping,French Montana,0.491,0.895,0.14300000000000002,0.249,83.505,0.0009880000000000002,0.0144,58.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
Male,18 - 30,1 - 2,0,0,3,2,4,wicked future,No,156,9,0.0,3,156.0,Wicked,Future,0.679,0.718,0.385,0.205,157.97,0.0104,0.0019100000000000002,65.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
Male,18 - 30,2+,4,4,2,1,1,King Kunta Kendrick Lamar,No,157,12,0.0,1,157.0,King Kunta,Kendrick Lamar,0.657,0.884,0.154,0.489,107.059,0.0,0.00589,76.0,"['conscious hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
Male,18 - 30,2+,4,4,2,1,1,Twenty Eight The Weeknd ,No,157,12,0.0,2,157.0,Twenty Eight,The Weeknd,0.633,0.639,0.111,0.243,129.996,0.000218,0.574,65.0,"['canadian pop', 'pop', 'rap']"
Female,18 - 30,2+,1,2,3,0,3,Bumper cars Alex and Sierra ,Yes,158,9,0.0,1,158.0,Bumper Cars,Alex & Sierra,0.27399999999999997,0.428,0.102,0.17600000000000002,145.067,0.0,0.805,64.0,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'post-teen pop', 'viral pop']"
Female,18 - 30,2+,1,2,3,0,3,Another love tom odell,Yes,158,9,0.0,2,158.0,Another Love,Tom Odell,0.537,0.445,0.0941,0.131,122.764,1.6e-05,0.695,57.0,"['indie folk', 'neo mellow', 'pop']"
Female,18 - 30,2+,1,2,3,0,3,Rise up Andra Day,Yes,158,9,0.0,3,158.0,Rise Up,Andra Day,0.316,0.39799999999999996,0.295,0.174,118.58200000000001,0.0,0.805,76.0,['r&b']
Male,18 - 30,2+,5,5,2,4,5,El Dorado Ramriddlz & Hamza,No,159,21,1.0,1,159.0,El Dorado,Hamza,0.735,0.7240000000000001,0.0797,0.9259999999999999,160.048,0.0,0.44,46.0,"['canadian contemporary r&b', 'canadian hip hop', 'rap calme', 'trap soul']"
Male,18 - 30,2+,5,5,2,4,5,Do Like That Korede Bello,No,159,21,1.0,2,159.0,Do Like That,Korede Bello,0.366,0.812,0.0793,0.659,114.09299999999999,0.0,0.36,64.0,"['afrobeats', 'afropop', 'azontobeats', 'nigerian hip hop']"
Male,18 - 30,2+,5,4,4,5,5,Switch Roy woods ,No,160,23,1.0,3,160.0,Switch,Roy Woods,0.406,0.6709999999999999,0.11,0.409,91.04,0.000324,0.321,54.0,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'trap soul']"
Female,18 - 30,0 - 1,3,4,1,4,4,Closer Chainsmokers,No,161,16,1.0,1,182.0,Closer,The Chainsmokers,0.524,0.748,0.111,0.6609999999999999,95.01,0.0,0.414,88.0,"['edm', 'electropop', 'pop', 'tropical house']"
Female,18 - 30,0 - 1,3,4,1,4,4,Cool Girl Tove Lo,No,161,16,1.0,3,161.0,Cool Girl,Tove Lo,0.6940000000000001,0.674,0.0752,0.203,101.993,7.17e-06,0.313,71.0,"['dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'swedish electropop', 'swedish pop', 'swedish synthpop', 'tropical house']"
Female,18 - 30,2+,3,4,3,2,4,TT Twice,No,162,16,1.0,1,162.0,TT,TWICE,0.853,0.708,0.39899999999999997,0.39899999999999997,129.946,0.000173,0.0525,71.0,['k-pop']
Female,18 - 30,2+,3,4,3,2,4,TT Twice,No,162,16,1.0,2,162.0,TT,TWICE,0.853,0.708,0.39899999999999997,0.39899999999999997,129.946,0.000173,0.0525,71.0,['k-pop']
Female,18 - 30,2+,3,4,3,2,4,Blood Sweat and Tears BTS,No,162,16,1.0,3,162.0,Blood Sweat & Tears,BTS,0.885,0.583,0.35700000000000004,0.601,92.959,0.0,0.0244,78.0,['k-pop']
Male,18 - 30,2+,1,4,3,5,5,Sneakin (feat. 21 Savage) Drake,Yes,163,18,1.0,2,163.0,Sneakin' (In the Style of Drake (feat. 21 Savage)),2017 Top Hit Karaoke,0.5670000000000001,0.619,0.11599999999999999,0.363,169.96599999999995,0.914,0.0248,10.0,['karaoke']
Male,18 - 30,2+,1,4,3,5,5,Starboy (feat. Daft Punk) The Weeknd,Yes,163,18,1.0,3,163.0,Starboy - Electro Tribute the Weeknd Feat Daft Punk,Hilmer Rose,0.76,0.653,0.19899999999999998,0.7290000000000001,116.009,0.0766,0.0704,6.0,[]
Female,18 - 30,1 - 2,3,5,4,2,5,That's Not Me (Feat. JME) Skepta ,No,164,19,1.0,2,164.0,That's Not Me (Karaoke Version) [Originally Performed by Skepta feat. Jme] - No Backing Vocals,Backing Force,0.7759999999999999,0.9540000000000001,0.0716,0.595,138.961,0.6659999999999999,0.36,0.0,[]
Female,18 - 30,1 - 2,3,5,4,2,5,Deja Vu Post Malone and Justin Bieber ,No,164,19,1.0,3,164.0,Deja Vu (Originally Performed by Post Malone & Justin Bieber) - Instrumental Version,Karaoke Pro,0.428,0.64,0.14,0.608,133.996,0.91,0.122,5.0,['karaoke']
Female,18 - 30,2+,6,4,5,4,4,fake love drake ,Yes,165,23,1.0,2,233.0,Fake Love,Drake,0.488,0.927,0.196,0.605,133.987,0.0,0.10800000000000001,79.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
Female,18 - 30,2+,6,4,5,4,4,shout out to my ex little mix ,Yes,165,23,1.0,3,165.0,Shout Out to My Ex,Little Mix,0.747,0.773,0.11,0.8,126.014,8.23e-06,0.0239,81.0,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'r&b', 'talent show']"
Male,18 - 30,1 - 2,4,4,2,4,5,Kryptonite 3 Doors Down,No,166,19,1.0,1,166.0,Kryptonite,3 Doors Down,0.865,0.545,0.168,0.5429999999999999,99.01,1.12e-05,0.006640000000000001,79.0,"['alternative metal', 'nu metal', 'pop punk', 'pop rock', 'post-grunge', 'rap metal']"
Male,18 - 30,1 - 2,4,4,2,4,5,Smile and Wave Headstones,No,166,19,1.0,3,166.0,Smile and Wave,Headstones,0.6759999999999999,0.615,0.17300000000000001,0.8590000000000001,121.046,0.006520000000000001,0.0373,14.0,"['canadian indie', 'canadian rock']"
Female,18 - 30,1 - 2,2,4,3,2,5,Love on the Brain Rihanna,No,167,16,1.0,2,167.0,Love On The Brain,Rihanna,0.637,0.509,0.0789,0.37799999999999995,172.00599999999997,1.0800000000000002e-05,0.0717,81.0,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']"
Female,18 - 30,1 - 2,2,4,3,2,5,Party Favors Tinashe,No,167,16,1.0,3,167.0,Party Favors,Tinashe,0.4920000000000001,0.654,0.14400000000000002,0.185,94.992,0.0006940000000000001,0.0307,55.0,"['dance pop', 'deep pop r&b', 'indie r&b', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']"
Female,18 - 30,0 - 1,1,1,4,0,4,Work From Home Fifth Harmony,Yes,168,10,0.0,1,168.0,Work from Home,Fifth Harmony,0.585,0.8029999999999999,0.0644,0.593,105.01700000000001,3.94e-06,0.10300000000000001,82.0,"['dance pop', 'electropop', 'girl group', 'pop', 'post-teen pop', 'talent show']"
Female,18 - 30,0 - 1,1,1,4,0,4,Hello Adele,Yes,168,10,0.0,2,168.0,Hello,Adele,0.451,0.48100000000000004,0.0872,0.289,157.966,0.0,0.336,74.0,['pop']
Female,18 - 30,0 - 1,1,1,4,0,4,Cheap Thrills Sia,Yes,168,10,0.0,3,168.0,Cheap Thrills,Sia,0.698,0.628,0.0907,0.732,89.976,0.00143,0.0472,76.0,"['australian dance', 'australian pop', 'dance pop', 'pop']"
Male,18 - 30,2+,2,4,5,4,5,libra intervals,No,169,20,1.0,1,169.0,Libra,Intervals,0.929,0.312,0.578,0.44299999999999995,170.017,0.8390000000000001,0.000465,47.0,"['djent', 'instrumental rock', 'jazz metal']"
Male,18 - 30,2+,2,4,5,4,5,falling apart  papa roach,No,169,20,1.0,2,169.0,Falling Apart,Papa Roach,0.9420000000000001,0.528,0.344,0.42100000000000004,110.05799999999999,0.0,8.26e-05,65.0,"['alternative metal', 'nu metal', 'pop punk', 'post-grunge', 'rap metal', 'rap rock']"
Male,18 - 30,2+,2,4,5,4,5,breath breaking benjamin,No,169,20,1.0,3,169.0,Breath,Breaking Benjamin,0.8690000000000001,0.35100000000000003,0.0886,0.355,182.81099999999998,0.000206,0.00014,62.0,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']"
Female,18 - 30,1 - 2,3,3,2,4,4,Muddy Waters LP,No,170,16,1.0,1,170.0,Muddy Waters,LP,0.484,0.509,0.308,0.249,125.0,3.41e-06,0.39399999999999996,63.0,['indie rock']
Female,18 - 30,1 - 2,3,3,2,4,4,Everybody wants to rule the world Tears for Fears,No,170,16,1.0,2,170.0,Everybody Wants To Rule The World,Tears For Fears,0.8,0.638,0.113,0.569,112.055,0.005529999999999999,0.3720000000000001,82.0,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'synthpop']"
Female,18 - 30,1 - 2,3,3,2,4,4,Yoga Janelle Monae ft Jidenna,No,170,16,1.0,3,170.0,Yoga (Made Popular By Janelle Monae ft. Jidenna) [Karaoke Version],Party Tyme Karaoke,0.385,0.779,0.191,0.54,129.98,0.669,0.0697,0.0,['karaoke']
Male,18 - 30,2+,4,6,3,6,6,Avicii the nights,Yes,171,25,1.0,1,171.0,The Nights,Avicii,0.835,0.527,0.249,0.654,125.98299999999999,0.0,0.0166,80.0,"['big room', 'edm']"
Male,18 - 30,2+,4,6,3,6,6,Spacebound eminem,Yes,171,25,1.0,2,171.0,Space Bound,Eminem,0.8859999999999999,0.6679999999999999,0.45899999999999996,0.503,142.002,0.0,0.0417,69.0,"['detroit hip hop', 'hip hop', 'rap']"
Male,18 - 30,2+,4,6,3,6,6,keith urban blue aint your color,Yes,171,25,1.0,3,171.0,Blue Ain't Your Color,Keith Urban,0.41700000000000004,0.6859999999999999,0.0844,0.451,82.40700000000002,1.79e-06,0.606,72.0,"['australian country', 'contemporary country', 'country', 'country road']"
Male,18 - 30,1 - 2,2,5,4,3,3,You're going to go far kid the offspring ,No,172,17,1.0,2,172.0,"You're Gonna Go Far, Kid",The Offspring,0.917,0.55,0.19699999999999998,0.601,126.115,0.0,0.00428,79.0,"['alternative metal', 'permanent wave', 'punk', 'rock', 'skate punk', 'socal pop punk']"
Male,18 - 30,1 - 2,2,5,4,3,3,Beverly Hills wheezer,No,172,17,1.0,3,172.0,Beverly Hills,Weezer,0.823,0.693,0.32799999999999996,0.741,87.904,0.0,0.0932,71.0,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']"
Male,18 - 30,2+,3,3,3,3,3,Beautiful Freakshow Dean Brody,Yes,173,15,0.0,1,173.0,Beautiful Freakshow (feat. Shevy Price),Dean Brody,0.649,0.578,0.113,0.18600000000000005,133.03,5.7600000000000004e-05,0.0231,42.0,"['canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']"
Male,18 - 30,2+,3,3,3,3,3,Unwell Matchbox 20,Yes,173,15,0.0,2,173.0,Unwell - Remastered Version,Matchbox Twenty,0.7929999999999999,0.442,0.32799999999999996,0.4370000000000001,80.985,0.0,0.0456,63.0,"['neo mellow', 'pop rock', 'post-grunge']"
Male,18 - 30,2+,3,3,3,3,3,Ahead a Century Tragically Hip,Yes,173,15,0.0,3,173.0,Ahead By A Century,The Tragically Hip,0.5579999999999999,0.759,0.102,0.366,126.78299999999999,0.00743,0.0271,41.0,"['canadian indie', 'canadian rock', 'deep new americana']"
Male,18 - 30,1 - 2,4,5,2,4,3,"21 Savage ""No Heart"" ",Yes,174,18,1.0,2,174.0,No Heart,21 Savage,0.444,0.9059999999999999,0.17300000000000001,0.6779999999999999,140.063,6.440000000000001e-05,0.136,75.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
Male,18 - 30,1 - 2,4,5,2,4,3,Pose Rihanna ,Yes,174,18,1.0,3,174.0,Pose,Rihanna,0.84,0.684,0.155,0.7440000000000001,145.905,0.000223,0.21100000000000002,50.0,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
